sim,state,soln,step,pH,pe,temp(C),charge(eq),pct_err,Na(mol/kgw),Cl(mol/kgw),K(mol/kgw),P(mol/kgw),Cu(mol/kgw),Fe(mol/kgw),S(mol/kgw),Au(mol/kgw),P(5)(mol/kgw),Cu(1)(mol/kgw),Cu(2)(mol/kgw),Fe(2)(mol/kgw),Fe(3)(mol/kgw),S(-2)(mol/kgw),S(6)(mol/kgw),Au(1)(mol/kgw),Au(3)(mol/kgw),m_Fe+2(mol/kgw),m_Fe+3(mol/kgw),m_FeOH+(mol/kgw),m_FeOH+2(mol/kgw),m_FeCl+(mol/kgw),m_FeCl+2(mol/kgw),m_FeCl2(mol/kgw),m_FeCl2+(mol/kgw),m_Fe(OH)4-(mol/kgw),la_SO4-2,la_Cu(HS)2-,la_Au(HS)2-,la_AuHS,la_H+,la_OH-,la_HS-,la_H2S,la_Au(OH)2-,la_Au+,la_Au+3,la_AuCl,la_AuCl2-,la_AuCl3-2,la_AuCl4-,la_AuOH,la_Cu2S(HS)2-2,la_CuCl+,la_CuCl2,la_CuCl2-,la_CuCl3-,la_CuCl3-2,la_CuCl4-2,la_CuHS,la_CuCl,la_CuOH,la_CuOH+,la_S-2,Magnetite,d_Magnetite,Chalcocite(alpha),d_Chalcocite(alpha),Chalcopyrite(alpha),d_Chalcopyrite(alpha),Bornite(alpha),d_Bornite(alpha),Au(element),d_Au(element),Pyrite,d_Pyrite,Cu(element),d_Cu(element),si_Hematite,si_Magnetite,si_Chalcocite(alpha),si_Pyrite,si_Chalcopyrite(alpha),si_Bornite(alpha),si_Cu(element),si_Au(element),rxn_step,pH_user,logaHS-,logaH2S,SR_Hematite,add_Hematite,add_Chalcopyrite(alpha),add_H2S(g),add_Cu(1),add_Au(3),Pyrite_pct,Chalcopyrite(alpha)_pct,Bornite(alpha)_pct,Magnetite_pct,Chalcocite(alpha)_pct,Au(element)_pct,Cu(element)_pct
87,i_soln,108701,-99,8.0,0.0,240.0,-0.000492783605584837,-63.42297352997195,0.0,0.0,0.0,0.0,0.9999999999999971,0.0,0.0,0.0,0.0,0.9999999999999971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-8.0,-3.2157004040477073,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-6.196071767946686e-05,-999.999,-999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,87.0,8.0,-99.99,-99.99,0.0,8.439959427223632e-06,1.9490608280210833e-05,0.0005480673032906615,4.182149042698228e-05,3.77104377104377e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,i_soln,108702,-99,8.0,0.0,240.0,2.9986045440461253,99.90701205807707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-8.0,-3.215706120982619,-999.999,-999.999,-999.999,-999.999,-2.212279423983691,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,43.95804465241585,87.0,8.0,-99.99,-99.99,0.0,8.439959427223632e-06,1.9490608280210833e-05,0.0005480673032906615,4.182149042698228e-05,3.77104377104377e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,react,87,1,8.282388169061619,-7.717104564725761,240.0,0.2531775551131624,15.394964013202701,1.0439099867517827,0.4970999936913312,0.0009941999873826594,0.09941999873826489,6.586294603581435e-06,3.2116226052662225e-10,0.09452589780140377,2.0206034415842005e-05,0.09941999854237961,6.586294603580539e-06,8.952740161173092e-19,1.9003488352960807e-10,1.3112737699701413e-10,0.09443534398296792,9.023407199458452e-05,2.0206034415842005e-05,0.0,4.272560468683956e-14,2.529800369383262e-31,5.92148238303281e-12,1.8644730254571595e-23,1.3277022494477551e-12,3.7111356251076864e-28,6.248696858779987e-15,4.51189336334582e-30,1.3088243117678998e-10,-6.155767148971383,-5.634350357342658,-5.046850696076422,-7.486170139533307,-8.282388169061619,-2.938133796479623,-1.3914433257016587,-2.726096825878791,-14.365602627546327,-22.41271502005998,-69.32163777057676,-16.876187734904335,-16.401877017666198,-17.40555019139193,-95.74625570843426,-9.521314035274612,-12.235208418689817,-23.36482686852884,-22.30705024469198,-10.013844430382932,-23.347644380334167,-12.64087090921126,-25.539596661691935,-5.863041919517123,-11.731578803134969,-10.105620676024868,-21.546414366260223,-6.140005589157893,0.0,0.0,0.0,0.0,0.001114154533479845,-1.045818916704409e-05,0.001010492510680811,1.0458187183468243e-05,0.00012508012703422346,4.471619086803284e-07,0.0,0.0,0.0,0.0,-5.171625608529004,-7.040163177957659,-2.0145149252489674,-1.1146010485181748,-1.4210854715202004e-14,-2.842170943040401e-14,-3.4040893036349473,0.0,87.0,8.282388169061619,-1.3914433257016587,-2.726096825878791,6.7355705820962566e-06,8.439959427223632e-06,1.9490608280210833e-05,0.0005480673032906615,4.182149042698228e-05,3.77104377104377e-07,0.0,49.52398440776679,44.91622467021707,0.0,0.0,5.559790922016142,0.0
88,i_soln,108801,-99,8.0,0.0,240.0,-0.000492783605584837,-63.42297352997195,0.0,0.0,0.0,0.0,0.9999999999999971,0.0,0.0,0.0,0.0,0.9999999999999971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-8.0,-3.2157004040477073,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-6.196071767946686e-05,-999.999,-999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,88.0,8.0,-99.99,-99.99,0.0,8.284496498415385e-06,2.0044453541005245e-05,0.0005216937796048917,4.000994501662123e-05,3.737373737373737e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,i_soln,108802,-99,8.0,0.0,240.0,2.9986045440461253,99.90701205807707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-8.0,-3.215706120982619,-999.999,-999.999,-999.999,-999.999,-2.212279423983691,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,43.95804465241585,88.0,8.0,-99.99,-99.99,0.0,8.284496498415385e-06,2.0044453541005245e-05,0.0005216937796048917,4.000994501662123e-05,3.737373737373737e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,react,88,1,8.283613642484596,-7.718378031929276,240.0,0.25317865608750506,15.395145760912989,1.0438675826550823,0.4970798012643306,0.0009941596025286588,0.09941596025286482,6.575367709962045e-06,3.2304093517762156e-10,0.09450216465424402,2.0139123922888483e-05,0.09941596005694729,6.575367709961146e-06,8.989453673751988e-19,1.9094852034497787e-10,1.3209241483264372e-10,0.09441145652059049,9.038858922711937e-05,2.0139123922888483e-05,0.0,4.2681480851698624e-14,2.5197748453476344e-31,5.932162554378234e-12,1.8623416181531963e-23,1.326304190638886e-12,3.696323040700443e-28,6.241945165925929e-15,4.4937999255330914e-30,1.3184635973921061e-10,-6.155005487275775,-5.635086484988015,-5.048288684525055,-7.487525867359388,-8.283613642484596,-2.936907723271771,-1.3915255863242195,-2.727404559924331,-14.364423948334137,-22.413988487263495,-69.3254581721873,-16.877475279713643,-16.403178640081297,-17.406865891412828,-95.75013242046799,-9.521361429270275,-12.235372939934962,-23.366686019738363,-22.3089234735073,-10.014444191994736,-23.349531686755277,-12.641484748428855,-25.54149804571884,-5.8636957865399,-11.732164487140977,-10.104966209217235,-21.547033366656105,-6.138862376357493,0.0,0.0,0.0,0.0,0.00110414936435316,-1.0005169126684876e-05,0.001020497677904662,1.0005167223851082e-05,0.00012552034238042295,4.402153461994932e-07,0.0,0.0,0.0,0.0,-5.1677006070376645,-7.034227981832547,-2.0145149252489816,-1.11530290932145,0.0,0.0,-3.403387442831649,0.0,88.0,8.283613642484596,-1.3915255863242195,-2.727404559924331,6.796720219342288e-06,8.284496498415385e-06,2.0044453541005245e-05,0.0005216937796048917,4.000994501662123e-05,3.737373737373737e-07,0.0,49.069654635078265,45.35207846631931,0.0,0.0,5.578266898602417,0.0
89,i_soln,108901,-99,8.0,0.0,240.0,-0.000492783605584837,-63.42297352997195,0.0,0.0,0.0,0.0,0.9999999999999971,0.0,0.0,0.0,0.0,0.9999999999999971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-8.0,-3.2157004040477073,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-6.196071767946686e-05,-999.999,-999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,89.0,8.0,-99.99,-99.99,0.0,8.119320202457053e-06,2.061533887044509e-05,0.0004945088259298446,3.80852137437862e-05,3.703703703703703e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,i_soln,108902,-99,8.0,0.0,240.0,2.9986045440461253,99.90701205807707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-8.0,-3.215706120982619,-999.999,-999.999,-999.999,-999.999,-2.212279423983691,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,43.95804465241585,89.0,8.0,-99.99,-99.99,0.0,8.119320202457053e-06,2.061533887044509e-05,0.0004945088259298446,3.80852137437862e-05,3.703703703703703e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,react,89,1,8.28477562454093,-7.719582389128579,240.0,0.2531797479140109,15.395321801449834,1.0438272066067944,0.4970605745746699,0.000994121149149338,0.09941211491493267,6.565013705455082e-06,3.2483254363786495e-10,0.09447957367303964,2.0075982245606744e-05,0.09941211471898738,6.56501370545418e-06,9.024478047116935e-19,1.91818296912909e-10,1.3301424672495595e-10,0.09438871386598285,9.054045017422817e-05,2.0075982245606744e-05,0.0,4.2639448825754195e-14,2.5103095709481096e-31,5.942274602285996e-12,1.8603259936097327e-23,1.3249724849605393e-12,3.682338160719169e-28,6.235514349102122e-15,4.476717506020127e-30,1.3276713475503173e-10,-6.154258725807533,-5.635785232221276,-5.049650049997832,-7.4888087286954175,-8.28477562454093,-2.9357451700423396,-1.3916040904609437,-2.728645046117393,-14.363303199074577,-22.415192844462798,-69.32907124378521,-16.87869304017807,-16.40440980381085,-17.408110458407503,-95.7537991051264,-9.521403233240145,-12.235529948208429,-23.368445519162595,-22.310696376196653,-10.015012737484788,-23.351317992709756,-12.642066697184031,-25.54329775493844,-5.864316029636441,-11.732719629365906,-10.104345394947606,-21.547616909585777,-6.137778898437889,0.0,0.0,0.0,0.0,0.0010946255187988475,-9.523845554312545e-06,0.0010300215216442021,9.523843739540037e-06,0.00012595344425035703,4.3310186993407917e-07,0.0,0.0,0.0,0.0,-5.163977434939195,-7.028601134128428,-2.0145149252489887,-1.1159655275609524,1.4210854715202004e-14,-5.684341886080802e-14,-3.4027248245921493,0.0,89.0,8.28477562454093,-1.3916040904609437,-2.728645046117393,6.855238439564699e-06,8.119320202457053e-06,2.061533887044509e-05,0.0004945088259298446,3.80852137437862e-05,3.703703703703703e-07,0.0,48.63704270231532,45.766520030964955,0.0,0.0,5.596437266719747,0.0
90,i_soln,109001,-99,8.0,0.0,240.0,-0.000492783605584837,-63.42297352997195,0.0,0.0,0.0,0.0,0.9999999999999971,0.0,0.0,0.0,0.0,0.9999999999999971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-8.0,-3.2157004040477073,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-6.196071767946686e-05,-999.999,-999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,90.0,8.0,-99.99,-99.99,0.0,7.943823645460068e-06,2.1203788537599732e-05,0.00046648747712869037,3.604022472422263e-05,3.67003367003367e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,i_soln,109002,-99,8.0,0.0,240.0,2.9986045440461253,99.90701205807707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-8.0,-3.215706120982619,-999.999,-999.999,-999.999,-999.999,-2.212279423983691,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,43.95804465241585,90.0,8.0,-99.99,-99.99,0.0,7.943823645460068e-06,2.1203788537599732e-05,0.00046648747712869037,3.604022472422263e-05,3.67003367003367e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,react,90,1,8.285870385677178,-7.7207135217446154,240.0,0.2531808306519431,15.395491782839176,1.0437889843146644,0.4970423734831796,0.000994084746966357,0.09940847469663437,6.555263197168828e-06,3.265294516827888e-10,0.09445819580049998,2.0016789013646034e-05,0.09940847450066613,6.555263197167922e-06,9.05768385910095e-19,1.9264057144054357e-10,1.3388888024224518e-10,0.09436718704671304,9.0689569024586e-05,2.0016789013646034e-05,0.0,4.2599611941713217e-14,2.501428686941387e-31,5.951779494251629e-12,1.858432202827432e-23,1.3237104147679692e-12,3.6692165814228056e-28,6.229420312551172e-15,4.460689526118048e-30,1.3364076792776032e-10,-6.153527263383485,-5.636444347966562,-5.050930162850068,-7.490014351429565,-8.285870385677178,-2.9346498680950397,-1.3916785805790588,-2.729814297371746,-14.362243727796013,-22.416323977078832,-69.33246464163332,-16.879836859988558,-16.405566310815793,-17.4092796526069,-95.75724325175231,-9.52143906390888,-12.235678928444536,-23.37009947448215,-22.312363018710663,-10.015548247382757,-23.352997322418222,-12.642614894276456,-25.544989771841358,-5.864900655263597,-11.733242452069423,-10.10376022850937,-21.548162875763577,-6.1367586274197325,0.0,0.0,0.0,0.0,0.0010856130687931563,-9.012450005691213e-06,0.0010390339699309227,9.012448286720544e-06,0.0001263792535701066,4.2580931974956046e-07,0.0,0.0,0.0,0.0,-5.160468058743007,-7.023300968759878,-2.014514925248946,-1.1165865246678734,2.842170943040401e-14,1.1368683772161603e-13,-3.402103827485175,1.7763568394002505e-15,90.0,8.285870385677178,-1.3916785805790588,-2.729814297371746,6.910857551393215e-06,7.943823645460068e-06,2.1203788537599732e-05,0.00046648747712869037,3.604022472422263e-05,3.67003367003367e-07,0.0,48.227471731870736,46.15823340170617,0.0,0.0,5.614294866423095,0.0
91,i_soln,109101,-99,8.0,0.0,240.0,-0.000492783605584837,-63.42297352997195,0.0,0.0,0.0,0.0,0.9999999999999971,0.0,0.0,0.0,0.0,0.9999999999999971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-8.0,-3.2157004040477073,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-6.196071767946686e-05,-999.999,-999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,91.0,8.0,-99.99,-99.99,0.0,7.757362014636452e-06,2.1810342941641176e-05,0.0004376039999662248,3.386746422037547e-05,3.6363636363636355e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,i_soln,109102,-99,8.0,0.0,240.0,2.9986045440461253,99.90701205807707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-8.0,-3.215706120982619,-999.999,-999.999,-999.999,-999.999,-2.212279423983691,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,43.95804465241585,91.0,8.0,-99.99,-99.99,0.0,7.757362014636452e-06,2.1810342941641176e-05,0.0004376039999662248,3.386746422037547e-05,3.6363636363636355e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,react,91,1,8.286893957120592,-7.721767051574886,240.0,0.2531819043642651,15.395655332299773,1.043753049361107,0.4970252616005329,0.0009940505232010636,0.09940505232010532,6.546148862001333e-06,3.281235960653564e-10,0.09443810642207856,1.996173712100272e-05,0.0994050521241193,6.546148862000425e-06,9.088934201918649e-19,1.9341149608307488e-10,1.3471209998228152e-10,0.09434695153861322,9.083585438629257e-05,1.996173712100272e-05,0.0,4.256208066041871e-14,2.4931582372618016e-31,5.960635857790585e-12,1.8566667125924184e-23,1.3225214887795108e-12,3.656996709270005e-28,6.223680056814941e-15,4.445762838472642e-30,1.3446304822739251e-10,-6.152811527906496,-5.637061438526145,-5.052124099130835,-7.491138084485087,-8.286893957120592,-2.933625788063205,-1.3917487838043026,-2.730908072040407,-14.361249097562618,-22.417377506909105,-69.33562523112413,-16.880902316595293,-16.40664369419899,-17.41036896276656,-95.76045154834898,-9.521468513707319,-12.235819334895066,-23.371641615197966,-22.313917086202938,-10.016048785044767,-23.354563316686964,-12.643127358714928,-25.54656769288656,-5.865447542597934,-11.733731062954968,-10.103212832586618,-21.548669009671094,-6.135805259201569,0.0,0.0,0.0,0.0,0.0010771439652558768,-8.469103537279542e-06,0.0010475030718532076,8.469101922284946e-06,0.00012679757806591336,4.1832449580676617e-07,0.0,0.0,0.0,0.0,-5.157185208971779,-7.018346990010398,-2.0145149252489603,-1.1171633703890862,0.0,2.842170943040401e-14,-3.401526981763987,0.0,91.0,8.286893957120592,-1.3917487838043026,-2.730908072040407,6.963294945112458e-06,7.757362014636452e-06,2.1810342941641176e-05,0.0004376039999662248,3.386746422037547e-05,3.6363636363636355e-07,0.0,47.842347886143926,46.52582012424003,0.0,0.0,5.631831989616043,0.0
92,i_soln,109201,-99,8.0,0.0,240.0,-0.000492783605584837,-63.42297352997195,0.0,0.0,0.0,0.0,0.9999999999999971,0.0,0.0,0.0,0.0,0.9999999999999971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-8.0,-3.2157004040477073,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-6.196071767946686e-05,-999.999,-999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,92.0,8.0,-99.99,-99.99,0.0,7.559250209115383e-06,2.243555910811649e-05,0.00040783186947690426,3.1558949034271496e-05,3.6026936026936023e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,i_soln,109202,-99,8.0,0.0,240.0,2.9986045440461253,99.90701205807707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-8.0,-3.215706120982619,-999.999,-999.999,-999.999,-999.999,-2.212279423983691,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,43.95804465241585,92.0,8.0,-99.99,-99.99,0.0,7.559250209115383e-06,2.243555910811649e-05,0.00040783186947690426,3.1558949034271496e-05,3.6026936026936023e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,react,92,1,8.287842114092895,-7.722738318297853,240.0,0.25318296911787225,15.395812055127672,1.043719543699153,0.4970093065234121,0.0009940186130468216,0.09940186130468102,6.537705606156764e-06,3.296064711302608e-10,0.09441938564558533,1.9911033876983493e-05,0.0994018611086827,6.537705606155852e-06,9.118084337340626e-19,1.9412700945259425e-10,1.3547946167766658e-10,0.09432808754584349,9.0979208831215e-05,1.9911033876983493e-05,0.0,4.252697313726979e-14,2.4855263418240047e-31,5.968799848536194e-12,1.855036438685513e-23,1.321409460035e-12,3.64572001626718e-28,6.21831176551493e-15,4.431988039015612e-30,1.352295360058377e-10,-6.152111978669881,-5.637633957934885,-5.0532266204172815,-7.492174978489793,-8.287842114092896,-2.9326771567030625,-1.3918144110860395,-2.7319218562944556,-14.360323101565298,-22.418348773632072,-69.33853903129304,-16.881884702546838,-16.40763719937911,-17.41137358717526,-95.76340982543218,-9.521491149070144,-12.23595058945857,-23.373065265994796,-22.315351856228347,-10.016512288347208,-23.356009205940946,-12.643601981245947,-25.548024701369123,-5.865954434724962,-11.734183447028832,-10.102705466071761,-21.549132909879205,-6.134922729511004,0.0,0.0,0.0,0.0,0.0010692521554546165,-7.891809801260224e-06,0.001055394880152073,7.891808298865445e-06,0.00012720821112044355,4.106330545301882e-07,0.0,0.0,0.0,0.0,-5.154142433046138,-7.013759953565177,-2.014514925248953,-1.1176933722667641,0.0,5.684341886080802e-14,-3.4009969798863064,0.0,92.0,8.287842114092896,-1.3918144110860395,-2.7319218562944556,7.01225283908351e-06,7.559250209115383e-06,2.243555910811649e-05,0.00040783186947690426,3.1558949034271496e-05,3.6026936026936023e-07,0.0,47.483165581299126,46.86779408605386,0.0,0.0,5.649040332647008,0.0
93,i_soln,109301,-99,8.0,0.0,240.0,-0.000492783605584837,-63.42297352997195,0.0,0.0,0.0,0.0,0.9999999999999971,0.0,0.0,0.0,0.0,0.9999999999999971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-8.0,-3.2157004040477073,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-6.196071767946686e-05,-999.999,-999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,93.0,8.0,-99.99,-99.99,0.0,7.348760322732572e-06,2.3080011200488656e-05,0.00037714374460581215,2.910619717550182e-05,3.5690235690235685e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,i_soln,109302,-99,8.0,0.0,240.0,2.9986045440461253,99.90701205807707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-8.0,-3.215706120982619,-999.999,-999.999,-999.999,-999.999,-2.212279423983691,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,43.95804465241585,93.0,8.0,-99.99,-99.99,0.0,7.348760322732572e-06,2.3080011200488656e-05,0.00037714374460581215,2.910619717550182e-05,3.5690235690235685e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
